transaction_id,date,type,total_balance,amount,remaining_balance,remarks,user_id,recipient,transaction_mode
GR78G6,4/14/2025,Mobile Recharge,20550,365,20185,voice pack recharge,anil,,P2M
OGG49L,5/1/2025,Mobile Recharge,24336,326,24010,monthly mobile recharge,nisha,,P2M
7095OR,5/1/2025,Bill Payment,26181,474,25707,paid gas bill,aryan,,P2M
RLABB3,4/17/2025,Bill Payment,17300,315,16985,regular bill settlement,rohan,,P2M
WE7H5P,4/28/2025,Bill Payment,28321,139,28182,paid electricity bill,anil,,P2M
RZTOFI,5/5/2025,Money Transfer,56393,10771,45622,support for groceries,sita,shruti,P2P
YU4NDG,5/12/2025,Money Transfer,18472,5095,13377,advance payment to friend,sita,alex,P2P
JTEQD7,5/10/2025,Mobile Recharge,26255,224,26031,combo pack activated,rohan,,P2M
RT2M7Z,5/9/2025,Money Transfer,35764,14527,21237,family medical help,deepa,shruti,P2P
9G2BQ3,5/12/2025,Mobile Recharge,5929,325,5604,combo pack activated,anil,,P2M
O586PV,5/12/2025,Money Transfer,43160,15846,27314,paid tuition fee,sita,shruti,P2P
SIV0FN,5/2/2025,Mobile Recharge,10190,307,9883,student discount recharge,aryan,,P2M
A18HQX,4/12/2025,Money Transfer,9560,1950,7610,shared fuel cost,rohan,harry,P2P
FTKFPQ,5/3/2025,Money Transfer,18302,5715,12587,support for groceries,aryan,alex,P2P
FHEOGI,4/19/2025,Mobile Recharge,21425,443,20982,daily plan reload,deepa,,P2M
PPZGVQ,4/25/2025,Bill Payment,3576,336,3240,tv cable payment,rohan,,P2M
WYZHL1,4/29/2025,Bill Payment,28380,401,27979,regular bill settlement,anil,,P2M
9UO0HM,5/8/2025,Mobile Recharge,46588,262,46326,recharged phone,nisha,,P2M
70E7GX,4/29/2025,Bill Payment,6435,331,6104,monthly EMIs,nisha,,P2M
ECBLPS,4/13/2025,Bill Payment,15463,222,15241,monthly subscription,rohan,,P2M
BNNB3X,5/6/2025,Mobile Recharge,22118,230,21888,ncell recharge,sita,,P2M
SYM5E7,4/12/2025,Money Transfer,42723,8058,34665,split vacation cost,sita,john,P2P
0GOV6Y,4/19/2025,Money Transfer,41705,12337,29368,split vacation cost,anil,john,P2P
YD4JDB,5/9/2025,Bill Payment,27305,373,26932,paid gas bill,anil,,P2M
E53IQU,4/13/2025,Mobile Recharge,2765,227,2538,bonus talktime refill,aryan,,P2M
USJY9C,4/19/2025,Money Transfer,67754,18588,49166,family medical help,aryan,harry,P2P
AZ3557,5/12/2025,Mobile Recharge,20623,476,20147,voice and data bundle,sita,,P2M
GPKM0G,4/15/2025,Mobile Recharge,22252,364,21888,voice pack recharge,nisha,,P2M
MVTI1E,4/22/2025,Mobile Recharge,11900,300,11600,voice pack recharge,sita,,P2M
VZSVV9,4/27/2025,Mobile Recharge,24055,175,23880,limited time mobile pack,deepa,,P2M
U3GUIP,4/26/2025,Money Transfer,34925,9312,25613,split vacation cost,sita,john,P2P
EJXROK,4/23/2025,Mobile Recharge,43157,466,42691,ntc top-up,sita,,P2M
YUCHIZ,5/8/2025,Money Transfer,46397,9615,36782,helped friend,sita,mira,P2P
8FLPZU,5/10/2025,Money Transfer,27556,566,26990,monthly loan repayment,nisha,alex,P2P
IT6U99,4/16/2025,Bill Payment,7507,303,7204,credit card bill,aryan,,P2M
HGNPZF,4/29/2025,Money Transfer,49664,14630,35034,emergency funds,deepa,shruti,P2P
AYI7F8,4/19/2025,Bill Payment,47627,127,47500,paid gas bill,nisha,,P2M
3IJGDY,4/24/2025,Money Transfer,52625,12745,39880,split vacation cost,aryan,alex,P2P
HKYYJ4,5/3/2025,Money Transfer,25446,1966,23480,shared fuel cost,nisha,harry,P2P
D087BF,4/14/2025,Money Transfer,22503,1053,21450,paid tuition fee,deepa,john,P2P
8NWZ01,4/17/2025,Money Transfer,24376,8448,15928,paid tuition fee,deepa,shruti,P2P
GGI8PS,5/1/2025,Bill Payment,3378,409,2969,cleared water charges,anil,,P2M
TB48VD,4/26/2025,Mobile Recharge,39945,385,39560,ntc top-up,aryan,,P2M
30PQ7G,4/16/2025,Money Transfer,37941,14441,23500,shared fuel cost,anil,alex,P2P
SG0UTD,4/28/2025,Bill Payment,37033,128,36905,government water bill,anil,,P2M
6K02MC,4/14/2025,Money Transfer,11952,3731,8221,split vacation cost,aryan,shruti,P2P
MEYHHO,4/29/2025,Mobile Recharge,12351,276,12075,recharged phone,deepa,,P2M
06BC42,4/30/2025,Bill Payment,20107,355,19752,renewed online subscription,aryan,,P2M
RZIEAA,5/5/2025,Mobile Recharge,6343,356,5987,combo pack activated,nisha,,P2M
7J2D97,4/23/2025,Bill Payment,30613,276,30337,online newspaper renewal,anil,,P2M
TRHMDP,4/18/2025,Money Transfer,18604,2548,16056,support for groceries,sita,kumar,P2P
CW5H7D,5/3/2025,Bill Payment,38019,378,37641,cleared digital TV dues,rohan,,P2M
V4X66N,4/30/2025,Bill Payment,48105,170,47935,paid home utilities,deepa,,P2M
DKFDQ6,5/4/2025,Mobile Recharge,11218,53,11165,recharged unlimited pack,anil,,P2M
JV32EZ,5/8/2025,Money Transfer,53638,8014,45624,sent birthday funds,sita,alex,P2P
VUJSTS,4/25/2025,Mobile Recharge,35928,245,35683,special festival offer recharge,rohan,,P2M
3UFA4U,5/4/2025,Money Transfer,38129,5727,32402,shared dinner bill,deepa,john,P2P
QVKE5P,4/29/2025,Money Transfer,22831,17061,5770,roommate rent share,aryan,alex,P2P
CNY31R,4/30/2025,Bill Payment,38680,478,38202,government water bill,rohan,,P2M
7GY383,5/11/2025,Mobile Recharge,48196,301,47895,weekly pack reload,sita,,P2M
QCDIWW,5/12/2025,Money Transfer,51101,1421,49680,monthly loan repayment,rohan,alex,P2P
NYMW4D,5/10/2025,Bill Payment,8311,476,7835,education portal fee,nisha,,P2M
E4FTD7,4/20/2025,Mobile Recharge,7205,103,7102,daily plan reload,sita,,P2M
ZYGYEG,5/7/2025,Bill Payment,39401,105,39296,paid gas bill,anil,,P2M
HRZ3H5,5/10/2025,Bill Payment,30906,67,30839,government water bill,nisha,,P2M
UTKWBO,4/20/2025,Money Transfer,21309,10597,10712,sent rent,anil,john,P2P
8455LL,4/20/2025,Bill Payment,13447,347,13100,regular bill settlement,aryan,,P2M
3COVEK,4/12/2025,Bill Payment,35596,57,35539,credit card bill,deepa,,P2M
UTW610,4/14/2025,Bill Payment,7683,339,7344,paid electricity bill,nisha,,P2M
6INHQU,4/26/2025,Mobile Recharge,24259,201,24058,ntc top-up,deepa,,P2M
SMHMSH,4/28/2025,Bill Payment,14662,327,14335,postpaid mobile bill,nisha,,P2M
M1DJJM,4/24/2025,Money Transfer,55658,7875,47783,gift for birthday,anil,kumar,P2P
0YRL6U,4/12/2025,Mobile Recharge,38931,162,38769,monthly mobile recharge,sita,,P2M
CV52VQ,4/25/2025,Bill Payment,27908,374,27534,settled utility bills,rohan,,P2M
JOUJ0G,4/20/2025,Money Transfer,63389,18741,44648,shared dinner bill,anil,shruti,P2P
8XZWJ5,4/19/2025,Money Transfer,17355,6654,10701,shared fuel cost,deepa,shruti,P2P
IKZ676,4/12/2025,Bill Payment,34970,500,34470,postpaid mobile bill,deepa,,P2M
R1KO5M,4/26/2025,Bill Payment,21336,343,20993,renewed online subscription,deepa,,P2M
F2W3VH,5/1/2025,Money Transfer,26573,2794,23779,shared fuel cost,anil,harry,P2P
76QBTJ,5/5/2025,Mobile Recharge,4365,275,4090,combo pack activated,sita,,P2M
JHEVRC,4/19/2025,Bill Payment,18457,234,18223,paid gas bill,aryan,,P2M
LHT06B,4/23/2025,Money Transfer,33221,13188,20033,old debt settlement,sita,alex,P2P
Z5TEQE,5/9/2025,Bill Payment,30223,301,29922,postpaid mobile bill,nisha,,P2M
W5Y1FM,4/30/2025,Bill Payment,35159,148,35011,education portal fee,nisha,,P2M
7B0A96,4/15/2025,Mobile Recharge,3319,67,3252,recharged unlimited pack,anil,,P2M
O9HW01,4/22/2025,Mobile Recharge,49406,337,49069,recharged phone,aryan,,P2M
9L8FV2,4/19/2025,Money Transfer,12213,5705,6508,roommate rent share,nisha,mira,P2P
U5N81P,4/18/2025,Mobile Recharge,21977,237,21740,weekly pack reload,anil,,P2M
ITO3I4,4/13/2025,Mobile Recharge,44976,137,44839,quick talktime refill,anil,,P2M
T5BXVR,4/15/2025,Money Transfer,20889,6740,14149,sent rent,deepa,alex,P2P
OP21SJ,5/2/2025,Money Transfer,44866,120,44746,old debt settlement,rohan,john,P2P
4CR1A8,4/29/2025,Bill Payment,19974,249,19725,credit card bill,anil,,P2M
WWO5UU,4/26/2025,Money Transfer,52413,9396,43017,paid tuition fee,deepa,harry,P2P
PON0YI,5/3/2025,Mobile Recharge,8999,440,8559,monthly mobile recharge,aryan,,P2M
Q5S0HU,5/10/2025,Mobile Recharge,24489,237,24252,recharged unlimited pack,rohan,,P2M
IU68V8,4/16/2025,Bill Payment,47083,370,46713,gym membership dues,aryan,,P2M
ZEQEYN,5/3/2025,Bill Payment,15167,376,14791,postpaid mobile bill,aryan,,P2M
E47KPI,4/22/2025,Mobile Recharge,22373,187,22186,ncell recharge,rohan,,P2M
QSYUD0,5/2/2025,Money Transfer,30143,12130,18013,shared dinner bill,anil,mira,P2P
L816JA,4/16/2025,Money Transfer,39496,9779,29717,old debt settlement,aryan,john,P2P
7HG9YW,5/11/2025,Money Transfer,24543,17941,6602,sent birthday funds,rohan,alex,P2P
VOYCAV,5/2/2025,Money Transfer,63857,19881,43976,repaid borrowed amount,deepa,harry,P2P
HB1TVZ,4/27/2025,Bill Payment,8039,351,7688,paid club membership,rohan,,P2M
GJUG6S,4/24/2025,Bill Payment,18136,194,17942,cleared internet bill,rohan,,P2M
MHTYLZ,4/15/2025,Mobile Recharge,14209,332,13877,night data pack,deepa,,P2M
L5OADO,4/27/2025,Bill Payment,35514,156,35358,cleared water charges,sita,,P2M
X6RIYZ,4/21/2025,Mobile Recharge,31839,224,31615,voice and data bundle,anil,,P2M
ZP94GM,4/21/2025,Mobile Recharge,17037,137,16900,bonus talktime refill,sita,,P2M
WBMOXI,4/26/2025,Mobile Recharge,24174,453,23721,recharged phone,deepa,,P2M
CHAFQ5,4/23/2025,Money Transfer,22998,5120,17878,monthly rent for flat,rohan,mira,P2P
MA4297,4/27/2025,Money Transfer,31899,19751,12148,advance payment to friend,rohan,john,P2P
5DH5EW,4/18/2025,Money Transfer,62394,15793,46601,shared dinner bill,sita,kumar,P2P
EEIPSZ,5/4/2025,Bill Payment,9865,414,9451,cleared internet bill,nisha,,P2M
8T51OX,5/10/2025,Mobile Recharge,38657,212,38445,daily plan reload,aryan,,P2M
2BU0II,4/30/2025,Mobile Recharge,11383,148,11235,recharged phone,aryan,,P2M
85T48W,5/6/2025,Bill Payment,5110,67,5043,cleared internet bill,aryan,,P2M
OSOG8Q,5/9/2025,Bill Payment,24821,416,24405,settled utility bills,sita,,P2M
O4MJOH,4/22/2025,Mobile Recharge,13639,398,13241,daily plan reload,rohan,,P2M
IPW0T9,4/29/2025,Money Transfer,36639,357,36282,monthly rent for flat,deepa,mira,P2P
NDUP37,5/8/2025,Bill Payment,15770,453,15317,regular bill settlement,rohan,,P2M
Z0WF53,5/7/2025,Bill Payment,45089,361,44728,tv cable payment,rohan,,P2M
F7AWBM,4/29/2025,Mobile Recharge,17937,140,17797,weekly pack reload,aryan,,P2M
JLQVDM,5/3/2025,Mobile Recharge,13130,450,12680,voice and data bundle,rohan,,P2M
CAN29K,4/19/2025,Money Transfer,21407,11204,10203,shared fuel cost,nisha,shruti,P2P
K2MWL0,4/19/2025,Mobile Recharge,11120,436,10684,weekly pack reload,sita,,P2M
S070D7,4/27/2025,Mobile Recharge,17626,254,17372,combo pack activated,nisha,,P2M
WMSKRC,4/30/2025,Money Transfer,37433,14641,22792,emergency funds,anil,john,P2P
4554WT,4/18/2025,Money Transfer,48636,2955,45681,gift for birthday,rohan,harry,P2P
8CUJDV,4/21/2025,Mobile Recharge,33341,494,32847,recharged unlimited pack,anil,,P2M
FMDHH9,5/4/2025,Money Transfer,58033,15267,42766,shared fuel cost,rohan,harry,P2P
80JDDM,4/19/2025,Bill Payment,38900,304,38596,regular bill settlement,anil,,P2M
N28YUT,5/6/2025,Money Transfer,45479,14801,30678,family medical help,sita,harry,P2P
6SQC66,4/26/2025,Bill Payment,17389,439,16950,government water bill,rohan,,P2M
RJR2SC,4/30/2025,Bill Payment,48283,452,47831,regular bill settlement,anil,,P2M
TTXGZ8,4/20/2025,Money Transfer,30483,8747,21736,support for groceries,sita,kumar,P2P
VFRE6L,5/4/2025,Money Transfer,18867,2601,16266,monthly rent for flat,sita,mira,P2P
OEMJQP,4/27/2025,Mobile Recharge,46202,220,45982,daily plan reload,anil,,P2M
SPVGR1,4/26/2025,Money Transfer,42119,8756,33363,emergency funds,deepa,john,P2P
31KK9Z,4/23/2025,Money Transfer,43687,13292,30395,monthly loan repayment,aryan,alex,P2P
2HNWY3,4/22/2025,Money Transfer,62606,19316,43290,support for groceries,deepa,harry,P2P
N1JRUT,4/12/2025,Bill Payment,41180,404,40776,renewed online subscription,deepa,,P2M
TOPFCH,5/5/2025,Bill Payment,7547,167,7380,cleared internet bill,deepa,,P2M
5AAP03,5/5/2025,Bill Payment,33660,67,33593,credit card bill,aryan,,P2M
4JVR1B,5/4/2025,Money Transfer,40870,2766,38104,sent birthday funds,aryan,john,P2P
SAQUO7,4/23/2025,Bill Payment,15191,143,15048,monthly EMIs,deepa,,P2M
XH3YO3,4/17/2025,Mobile Recharge,17982,482,17500,recharged unlimited pack,sita,,P2M
2LYT5C,4/23/2025,Money Transfer,59586,14752,44834,sent birthday funds,sita,alex,P2P
ACIXBP,4/28/2025,Mobile Recharge,6928,262,6666,monthly mobile recharge,anil,,P2M
X4JAHO,4/25/2025,Mobile Recharge,42883,371,42512,monthly mobile recharge,sita,,P2M
FUZT43,4/19/2025,Money Transfer,15898,10088,5810,shared dinner bill,rohan,shruti,P2P
0RZDOD,5/2/2025,Bill Payment,30801,424,30377,paid club membership,aryan,,P2M
1KYF6M,4/15/2025,Bill Payment,41286,350,40936,gym membership dues,aryan,,P2M
D4QM4K,4/24/2025,Bill Payment,8026,338,7688,monthly subscription,nisha,,P2M
QYIUOO,4/13/2025,Mobile Recharge,10330,441,9889,recharged unlimited pack,aryan,,P2M
6YRGAR,5/2/2025,Mobile Recharge,45604,420,45184,voice and data bundle,aryan,,P2M
FXHAJN,5/11/2025,Bill Payment,36956,94,36862,government water bill,anil,,P2M
HXL8AZ,4/22/2025,Money Transfer,56287,15706,40581,helped friend,sita,mira,P2P
G9ME4U,5/8/2025,Bill Payment,44119,296,43823,paid gas bill,nisha,,P2M
IJXNS6,4/20/2025,Bill Payment,36829,314,36515,paid electricity bill,sita,,P2M
KHR69P,4/18/2025,Money Transfer,43552,15025,28527,emergency funds,rohan,alex,P2P
L1QAFB,5/3/2025,Mobile Recharge,4987,177,4810,recharged phone,rohan,,P2M
GFO27L,4/14/2025,Money Transfer,40612,130,40482,sent rent,aryan,kumar,P2P
E5QWX8,4/27/2025,Bill Payment,44279,97,44182,monthly subscription,deepa,,P2M
6USN54,4/25/2025,Bill Payment,28597,198,28399,gym membership dues,anil,,P2M
IVV1FP,4/17/2025,Money Transfer,45978,10338,35640,roommate rent share,deepa,kumar,P2P
HXMABB,5/2/2025,Mobile Recharge,12923,133,12790,data pack activation,anil,,P2M
MR74QG,4/26/2025,Mobile Recharge,38098,303,37795,combo pack activated,sita,,P2M
3J79MF,5/1/2025,Mobile Recharge,45374,182,45192,quick talktime refill,nisha,,P2M
OP8L30,4/20/2025,Mobile Recharge,42963,87,42876,special festival offer recharge,sita,,P2M
MIAHPS,5/7/2025,Bill Payment,34517,444,34073,postpaid mobile bill,aryan,,P2M
PKUF8U,5/6/2025,Mobile Recharge,9754,272,9482,night data pack,deepa,,P2M
MXP3PT,4/20/2025,Mobile Recharge,14899,160,14739,weekly pack reload,nisha,,P2M
AE3PDW,4/22/2025,Mobile Recharge,11333,324,11009,monthly mobile recharge,deepa,,P2M
US3LF7,5/7/2025,Mobile Recharge,5748,488,5260,night data pack,rohan,,P2M
BEWO0N,4/26/2025,Money Transfer,27421,3680,23741,old debt settlement,rohan,shruti,P2P
JFI3WJ,5/4/2025,Mobile Recharge,46325,158,46167,daily plan reload,deepa,,P2M
DLYP69,4/17/2025,Money Transfer,44107,18791,25316,monthly loan repayment,rohan,mira,P2P
RHN6QI,4/26/2025,Money Transfer,28096,3464,24632,roommate rent share,deepa,mira,P2P
WO0ZHQ,4/16/2025,Mobile Recharge,46865,486,46379,data pack activation,deepa,,P2M
GPXAD2,5/8/2025,Bill Payment,37178,214,36964,monthly EMIs,sita,,P2M
FBZKQ3,4/22/2025,Money Transfer,35043,3137,31906,sent rent,deepa,harry,P2P
7BT00I,4/16/2025,Money Transfer,38846,15356,23490,advance payment to friend,deepa,kumar,P2P
RMUBXH,5/5/2025,Mobile Recharge,41419,158,41261,quick talktime refill,aryan,,P2M
IB231Y,4/16/2025,Bill Payment,34370,131,34239,tv cable payment,aryan,,P2M
HBADA9,5/6/2025,Bill Payment,13854,318,13536,internet recharge,rohan,,P2M
6ZADHH,4/19/2025,Money Transfer,30783,672,30111,family medical help,anil,shruti,P2P
G2FGLB,5/2/2025,Money Transfer,29181,15936,13245,repaid borrowed amount,aryan,kumar,P2P
9US7TS,4/23/2025,Bill Payment,13295,95,13200,gym membership dues,sita,,P2M
XB2ES4,4/16/2025,Bill Payment,32020,78,31942,paid home utilities,sita,,P2M
F2IZWF,4/13/2025,Money Transfer,37687,9976,27711,sent birthday funds,deepa,kumar,P2P
6G1ANV,5/11/2025,Money Transfer,65193,19087,46106,paid tuition fee,aryan,alex,P2P
F950W8,4/13/2025,Mobile Recharge,15829,230,15599,combo pack activated,deepa,,P2M
J0K9XJ,4/23/2025,Money Transfer,63359,13620,49739,urgent family need,deepa,harry,P2P
H6EBQ8,4/16/2025,Mobile Recharge,3590,415,3175,voice and data bundle,deepa,,P2M
L9I2MN,5/4/2025,Money Transfer,31117,19164,11953,covered concert tickets,sita,mira,P2P
2JPAAI,5/2/2025,Money Transfer,39627,12233,27394,cash gift for nephew,aryan,john,P2P
6KAWYB,5/8/2025,Money Transfer,42547,12700,29847,old debt settlement,aryan,mira,P2P
S8COBQ,5/11/2025,Money Transfer,18674,12704,5970,monthly loan repayment,anil,mira,P2P
VMBLR9,4/12/2025,Mobile Recharge,5981,65,5916,night data pack,nisha,,P2M
AJRAL8,4/26/2025,Money Transfer,48789,12475,36314,shared dinner bill,anil,mira,P2P
FVSW2R,4/17/2025,Money Transfer,20591,6571,14020,paid tuition fee,anil,john,P2P
DUSXA0,4/29/2025,Mobile Recharge,40509,90,40419,recharged unlimited pack,rohan,,P2M
CIVKDS,5/2/2025,Mobile Recharge,13594,357,13237,special festival offer recharge,aryan,,P2M
N9S64J,5/7/2025,Mobile Recharge,31214,230,30984,super saver recharge,sita,,P2M
7ET1DC,4/17/2025,Mobile Recharge,36124,499,35625,data pack activation,aryan,,P2M
LT4PN4,5/4/2025,Money Transfer,41754,3103,38651,sent birthday funds,anil,shruti,P2P
94EDD2,4/30/2025,Money Transfer,23929,19563,4366,sent birthday funds,anil,harry,P2P
5M63HB,4/27/2025,Bill Payment,38184,267,37917,education portal fee,nisha,,P2M
I4M1PY,4/25/2025,Money Transfer,35856,12189,23667,roommate rent share,nisha,shruti,P2P
547C31,4/19/2025,Mobile Recharge,28666,405,28261,monthly mobile recharge,nisha,,P2M
6EMDTP,4/24/2025,Bill Payment,14458,97,14361,postpaid mobile bill,sita,,P2M
MF800F,4/15/2025,Bill Payment,48134,183,47951,paid home utilities,rohan,,P2M
H1PS6L,4/21/2025,Bill Payment,24553,277,24276,paid electricity bill,aryan,,P2M
SO0ORQ,4/23/2025,Money Transfer,18327,16631,1696,roommate rent share,nisha,john,P2P
CCKL4V,4/12/2025,Money Transfer,17640,1388,16252,paid tuition fee,sita,mira,P2P
LN64EY,4/22/2025,Bill Payment,8769,196,8573,gym membership dues,deepa,,P2M
2NVKMR,4/17/2025,Money Transfer,10298,4616,5682,shared dinner bill,aryan,mira,P2P
Y80XWO,5/3/2025,Mobile Recharge,31850,500,31350,combo pack activated,sita,,P2M
ILAAKE,4/16/2025,Mobile Recharge,48877,410,48467,limited time mobile pack,rohan,,P2M
KXVO06,5/10/2025,Mobile Recharge,49775,431,49344,flash deal recharge,deepa,,P2M
A4NRDP,5/10/2025,Bill Payment,14401,483,13918,credit card bill,aryan,,P2M
FB5NQP,4/18/2025,Money Transfer,57963,9989,47974,sent birthday funds,deepa,shruti,P2P
